episode_id,seed_id,split,scenario_id,scenario_type,storm_severity,controller_type,time_s,scenario_phase,control_timestep_s,sample_interval_s,communication_delay_ms,sensor_noise_level,gust_start_s,wave_event_start_s,yaw_error_initial_deg,mean_wind_speed_mps,wind_speed_mps,rotor_arrival_wind_speed_mps,wind_direction_deg,turbulence_intensity,lidar_preview_wind_speed_5s_mps,lidar_preview_wind_speed_10s_mps,lidar_preview_wind_speed_20s_mps,lidar_preview_wind_speed_30s_mps,lidar_preview_direction_30s_deg,preview_confidence,wave_elevation_m,significant_wave_height_m,wave_transient_factor,platform_pitch_deg,platform_pitch_rate_deg_s,platform_surge_m,platform_heave_m,yaw_misalignment_deg,rotor_speed_rpm,generator_speed_rpm,blade_pitch_1_deg,blade_pitch_2_deg,blade_pitch_3_deg,yaw_angle_deg,M_tb_kNm,M_tb_norm,M_br_1_kNm,M_br_2_kNm,M_br_3_kNm,M_br_mean_kNm,Gamma_br_kNm,T_m_kN,T_m_safe_kN,a_n_mps2,generated_power_MW,rated_power_MW,e_P,delta_beta_1_deg,delta_beta_2_deg,delta_beta_3_deg,delta_yaw_deg,pitch_rate_1_deg_s,pitch_rate_2_deg_s,pitch_rate_3_deg_s,yaw_rate_deg_s,mooring_safety_margin,raw_action_violation,applied_action_violation,safety_projection_active,N_viol_pre_cumulative,N_viol_applied_cumulative,DEL_proxy_increment,load_reduction_reference
E008,1203,test_release_sample,S2,transient_gust,High,MPC Load Control,64.4,recovery,0.1,0.4,25,0.015,36.26,40.82,4,17,17.956,17.675,229.727,0.14,17.733,18.072,17.693,18.029,229.979,0.857,-1.604,6,0,-1.795,-0.002,0.15,-0.562,2.013,12.183,1181.664,8.618,8.638,8.531,227.749,19449.794,1.76982,2957.571,3107.426,2421.938,2828.978,271.36,5277.649,7600,0.1767,5.06766,5,0.013532,0.03499,0.05503,-0.05229,0.03526,0.07679,0.09495,0.06896,-0.08734,0.305572,0,0,0,0,0,0.00401852,10989.679
E008,1203,test_release_sample,S2,transient_gust,High,MPC Load Control,64.8,recovery,0.1,0.4,25,0.015,36.26,40.82,4,17,17.213,17.592,228.302,0.14,17.139,17.825,18.229,17.496,228.16,0.858,-2.221,6,0,-1.947,0.03,0.016,-0.796,2.968,12.14,1179.364,8.582,8.599,8.505,225.388,20248.369,1.84249,3112.146,3031.196,2404.667,2849.336,296.446,5357.108,7600,0.17871,4.99889,5,-0.000221,0.00932,0.02659,-0.06763,0.05375,-0.06416,-0.07111,-0.03835,0.04624,0.295117,0,0,0,0,0,0.00471002,10989.679
E008,1203,test_release_sample,S2,transient_gust,High,MPC Load Control,65.2,recovery,0.1,0.4,25,0.015,36.26,40.82,4,17,17.82,17.915,227.824,0.14,17.412,17.9,17.607,17.607,230.068,0.86,-2.488,6,0,-2.118,0.11,-0.078,-0.857,3.329,12.162,1179.85,8.634,8.635,8.545,224.56,20621.99,1.87649,3245.019,2921.817,2454.749,2873.861,279.408,5414.602,7600,0.1808,5.01939,5,0.003878,0.02264,0.02343,-0.06595,0.06541,0.0333,-0.0079,0.00419,0.02914,0.287552,0,0,0,0,0,0.00506378,10989.679
E008,1203,test_release_sample,S2,transient_gust,High,MPC Load Control,65.6,recovery,0.1,0.4,25,0.015,36.26,40.82,4,17,17.931,18.178,228.9,0.14,18.215,17.628,17.287,17.786,228.365,0.858,-2.207,6,0,-1.868,0.088,-0.001,-0.746,2.242,12.17,1178.639,8.698,8.591,8.566,226.705,19839.3,1.80527,3301.43,2810.919,2584.391,2898.913,268.345,5449.755,7600,0.17886,4.94164,5,-0.011672,0.05551,-0.05198,-0.07649,0.04702,0.08217,-0.18853,-0.02636,-0.04598,0.282927,0,0,0,0,0,0.00435516,10989.679
E008,1203,test_release_sample,S2,transient_gust,High,MPC Load Control,66,recovery,0.1,0.4,25,0.015,36.26,40.82,4,17,17.958,17.49,228.816,0.14,17.684,17.506,18.046,17.859,226.49,0.854,-1.896,6,0,-1.72,0.122,0.036,-0.653,3.445,12.168,1179.378,8.603,8.537,8.532,225.437,19899.271,1.81072,3310.782,2617.237,2617.237,2848.419,308.242,5266.25,7600,0.17954,5.02087,5,0.004173,0.04332,-0.02279,-0.02817,0.06601,-0.03046,0.07298,0.12081,0.04747,0.307072,0,0,0,0,0,0.00439396,10989.679
E008,1203,test_release_sample,S2,transient_gust,High,MPC Load Control,66.4,recovery,0.1,0.4,25,0.015,36.26,40.82,4,17,17.671,17.472,228.908,0.14,17.613,17.881,17.899,17.814,230.796,0.891,-3.662,6,0,-2.676,0.154,-0.201,-1.33,2.987,12.191,1183.839,8.599,8.556,8.549,225.979,21067.571,1.91703,3387.3,2629.363,2868.811,2961.825,283.65,5529.089,7600,0.18237,5.01294,5,0.002587,0.04178,-0.00187,-0.00894,0.05863,-0.00386,0.05231,0.04807,-0.01843,0.272488,0,0,0,0,0,0.00551559,10989.679
E008,1203,test_release_sample,S2,transient_gust,High,MPC Load Control,66.8,recovery,0.1,0.4,25,0.015,36.26,40.82,4,17,17.889,17.971,227.832,0.14,17.224,17.66,17.369,17.881,227.646,0.869,-2.382,6,0,-1.818,0.175,0.029,-0.856,2.95,12.207,1180.947,8.652,8.535,8.593,224.942,20255.326,1.84312,3224.817,2456.384,2910.545,2863.915,271.688,5213.005,7600,0.18112,5.02729,5,0.005458,0.03489,-0.08171,-0.02411,0.06013,-0.01723,-0.1996,-0.03792,0.00373,0.314078,0,0,0,0,0,0.00470571,10989.679
E008,1203,test_release_sample,S2,transient_gust,High,MPC Load Control,67.2,recovery,0.1,0.4,25,0.015,36.26,40.82,4,17,17.217,17.488,229.062,0.14,17.191,17.645,17.269,17.817,229.061,0.89,-1.429,6,0,-1.233,0.209,0.115,-0.542,4.109,12.177,1180.989,8.583,8.522,8.589,225.028,19394.624,1.7648,3092.079,2326.493,3004.48,2807.684,320.794,5262.677,7600,0.17999,5.0928,5,0.01856,0.02403,-0.03731,0.02967,0.07469,-0.02714,0.11099,0.13446,0.0364,0.307543,0,0,0,0,0,0.00397413,10989.679
E008,1203,test_release_sample,S2,transient_gust,High,MPC Load Control,67.6,recovery,0.1,0.4,25,0.015,36.26,40.82,4,17,17.777,17.58,228.755,0.14,17.354,17.415,17.265,17.456,229.805,0.859,-2.524,6,0,-1.776,0.215,-0.022,-0.888,2.507,12.199,1183.977,8.589,8.505,8.61,226.292,20245.075,1.84219,2991.911,2436.454,3147.312,2858.559,281.403,5369.496,7600,0.18176,5.03431,5,0.006862,0.01926,-0.06491,0.03975,0.04311,-0.01193,-0.069,0.02518,-0.07894,0.293487,0,0,0,0,0,0.00470765,10989.679
E008,1203,test_release_sample,S2,transient_gust,High,MPC Load Control,68,recovery,0.1,0.4,25,0.015,36.26,40.82,4,17,17.529,17.236,227.024,0.14,17.52,17.803,17.427,17.265,226.482,0.882,-1.884,6,0,-1.241,0.265,0.112,-0.628,2.908,12.078,1172.953,8.533,8.525,8.561,224.17,18568.474,1.68963,2758.488,2373.473,3143.503,2758.488,256.677,5094.023,7600,0.17932,5.03218,5,0.006435,0.00407,-0.00398,0.03192,0.05429,-0.03797,0.15232,-0.01955,0.02796,0.329734,0,0,0,0,0,0.00334162,10989.679
E008,1203,test_release_sample,S2,transient_gust,High,MPC Load Control,68.4,recovery,0.1,0.4,25,0.015,36.26,40.82,4,17,17.635,17.482,230.47,0.14,17.769,17.725,17.566,17.411,228.952,0.882,-1.985,6,0,-1.276,0.261,-0.013,-0.68,3.126,12.243,1188.305,8.555,8.517,8.593,227.411,19327.335,1.75868,2670.508,2507.854,3251.886,2810.083,294.536,5145.29,7600,0.18073,4.96675,5,-0.00665,-0.00295,-0.04079,0.0352,0.0671,-0.01757,-0.09202,0.00819,0.03203,0.322988,0,0,0,0,0,0.00391204,10989.679
E008,1203,test_release_sample,S2,transient_gust,High,MPC Load Control,68.8,recovery,0.1,0.4,25,0.015,36.26,40.82,4,17,17.697,17.463,227.721,0.14,17.723,17.757,16.859,17.528,227.715,0.893,-1.058,6,0,-0.637,0.297,0.178,-0.347,2.375,12.188,1183.242,8.501,8.528,8.614,225.381,17380.472,1.58153,2498.864,2576.2,3174.756,2749.94,283.211,5072.93,7600,0.17753,5.00607,5,0.001215,-0.05478,-0.02742,0.05863,0.03531,-0.12956,0.03342,0.05858,-0.07949,0.332509,0,0,0,0,0,0.0025831,10989.679
E008,1203,test_release_sample,S2,transient_gust,High,MPC Load Control,69.2,recovery,0.1,0.4,25,0.015,36.26,40.82,4,17,16.782,17.293,226.675,0.14,17.002,16.858,17.466,17.314,225.874,0.88,-0.768,6,0,-0.376,0.257,0.208,-0.293,2.614,12.105,1175.735,8.488,8.557,8.563,224.112,16948.989,1.54226,2375.055,2681.452,3124.233,2726.914,264.88,4892.334,7600,0.17599,4.98621,5,-0.002758,-0.04766,0.02165,0.02762,0.05108,0.01781,0.12267,-0.07754,0.03944,0.356272,0,0,0,0,0,0.00233269,10989.679
E008,1203,test_release_sample,S2,transient_gust,High,MPC Load Control,69.6,recovery,0.1,0.4,25,0.015,36.26,40.82,4,17,17.469,17.454,227.42,0.14,17.196,17.337,17.599,17.268,226.931,0.884,0.029,6,0,0.23,0.27,0.372,0.061,2.142,12.105,1176.198,8.532,8.556,8.634,225.321,16638.297,1.51399,2332.192,2818.374,3042.901,2731.155,265.976,4978.746,7600,0.17559,4.99991,5,-0.000018,-0.0231,0.0009,0.07894,0.04344,0.0614,-0.05186,0.12831,-0.01912,0.344902,0,0,0,0,0,0.00217626,10989.679
E008,1203,test_release_sample,S2,transient_gust,High,MPC Load Control,70,recovery,0.1,0.4,25,0.015,36.26,40.82,4,17,16.952,17.058,228.385,0.14,16.967,16.953,17.322,17.014,229.428,0.888,0.519,6,0,0.525,0.25,0.434,0.169,2.853,12.139,1177.692,8.479,8.556,8.519,225.593,17438.905,1.58684,2291.174,2955.181,2955.181,2733.845,295.114,5056.735,7600,0.17681,4.99509,5,-0.000982,-0.02771,0.04853,0.01164,0.06055,-0.01153,0.11906,-0.16825,0.04279,0.33464,0,0,0,0,0,0.00261614,10989.679
E008,1203,test_release_sample,S2,transient_gust,High,MPC Load Control,70.4,recovery,0.1,0.4,25,0.015,36.26,40.82,4,17,17.018,17.161,227.988,0.14,16.67,17.302,17.298,17.372,227.998,0.886,0.383,6,0,0.73,0.276,0.385,0.075,3.223,12.11,1176.057,8.446,8.562,8.541,224.829,17735.609,1.61384,2261.498,3031.912,2788.522,2693.977,288.32,5065.833,7600,0.17785,5.06434,5,0.012868,-0.0734,0.0428,0.02143,0.06434,-0.11424,-0.01431,0.02448,0.00946,0.333443,0,0,0,0,0,0.00279363,10989.679
E008,1203,test_release_sample,S2,transient_gust,High,MPC Load Control,70.8,recovery,0.1,0.4,25,0.015,36.26,40.82,4,17,17.381,17.172,229.498,0.14,17.095,16.984,17.224,17.42,230.218,0.866,0.633,6,0,0.901,0.264,0.445,0.221,2.253,12.131,1178.631,8.495,8.593,8.51,227.288,17325.548,1.57653,2407.44,3136.226,2705.497,2749.721,257.67,5058.846,7600,0.17682,5.08266,5,0.016532,-0.02562,0.07195,-0.01057,0.04312,0.11945,0.07287,-0.08001,-0.05304,0.334362,0,0,0,0,0,0.00255035,10989.679
E008,1203,test_release_sample,S2,transient_gust,High,MPC Load Control,71.2,recovery,0.1,0.4,25,0.015,36.26,40.82,4,17,17.346,17.174,228.261,0.14,17.262,17.125,17.051,17.306,226.466,0.864,1.133,6,0,1.4,0.24,0.509,0.335,2.064,12.068,1170.034,8.497,8.561,8.463,226.231,17991.367,1.63711,2544.555,3204.22,2620.035,2789.603,276.411,5238.137,7600,0.17772,4.97059,5,-0.005883,-0.02381,0.03957,-0.05767,0.03373,0.00452,-0.08095,-0.11776,-0.02346,0.310771,0,0,0,0,0,0.00296466,10989.679
E008,1203,test_release_sample,S2,transient_gust,High,MPC Load Control,71.6,recovery,0.1,0.4,25,0.015,36.26,40.82,4,17,17.039,16.941,228.942,0.14,17.487,17.271,17.188,16.798,228.337,0.883,1.79,6,0,1.719,0.242,0.577,0.594,2.034,12.143,1178.514,8.456,8.541,8.447,226.948,18680.086,1.69978,2696.293,3231.666,2546.51,2824.823,271.229,5203.167,7600,0.17911,4.9394,5,-0.012119,-0.03655,0.04819,-0.04581,0.04044,-0.03184,0.02153,0.02967,0.01677,0.315373,0,0,0,0,0,0.00342807,10989.679
E008,1203,test_release_sample,S2,transient_gust,High,MPC Load Control,72,recovery,0.1,0.4,25,0.015,36.26,40.82,4,17,16.893,16.731,226.971,0.14,17.643,16.654,17.235,17.299,226.27,0.876,1.781,6,0,1.786,0.213,0.618,0.649,2.552,12.108,1175.605,8.432,8.522,8.403,224.47,18378.185,1.67231,2764.106,3138.937,2389.275,2764.106,249.887,5289.84,7600,0.178,5.02382,5,0.004764,-0.03545,0.05379,-0.06505,0.05157,0.00276,0.01401,-0.04811,0.0278,0.303968,0,0,0,0,0,0.00322309,10989.679
E008,1203,test_release_sample,S2,transient_gust,High,MPC Load Control,72.4,recovery,0.1,0.4,25,0.015,36.26,40.82,4,17,16.819,17.173,227.858,0.14,17.084,17.475,17.076,17.018,226.372,0.856,3.122,6,0,2.711,0.176,0.798,1.087,1.623,12.061,1165.974,8.552,8.565,8.45,226.262,19282.034,1.75456,3067.968,3212.918,2549.866,2943.584,262.479,5628.362,7600,0.17914,4.97726,5,-0.004548,0.03111,0.04431,-0.07034,0.02748,0.16638,-0.02369,-0.01321,-0.06022,0.259426,0,0,0,0,0,0.00391204,10989.679
E008,1203,test_release_sample,S2,transient_gust,High,MPC Load Control,72.8,recovery,0.1,0.4,25,0.015,36.26,40.82,4,17,17.039,17.178,228.001,0.14,17.395,17.059,17.111,17.459,227.991,0.884,2.502,6,0,2.388,0.221,0.759,0.907,2.373,12.128,1178.234,8.51,8.538,8.463,225.679,19687.019,1.79141,3088.817,3011.514,2413.215,2837.849,283.089,5538.065,7600,0.18072,5.01661,5,0.003322,-0.01092,0.01646,-0.05825,0.05181,-0.10506,-0.06962,0.03021,0.06084,0.271307,0,0,0,0,0,0.00423348,10989.679
E008,1203,test_release_sample,S2,transient_gust,High,MPC Load Control,73.2,recovery,0.1,0.4,25,0.015,36.26,40.82,4,17,17.025,17.33,227.502,0.14,17.628,16.864,17.526,17.511,227.772,0.854,2.639,6,0,2.539,0.152,0.677,0.909,2.885,12.109,1176.261,8.61,8.575,8.494,224.672,20418.24,1.85795,3253.455,2940.89,2489.193,2894.513,270.213,5482.297,7600,0.18096,5.00386,5,0.000771,0.07007,0.03577,-0.0461,0.05538,0.20246,0.04828,0.03037,0.00892,0.278645,0,0,0,0,0,0.00487577,10989.679
E008,1203,test_release_sample,S2,transient_gust,High,MPC Load Control,73.6,recovery,0.1,0.4,25,0.015,36.26,40.82,4,17,17.003,17.517,227.618,0.14,16.954,17.803,17.297,17.691,228.631,0.86,1.893,6,0,2.201,0.153,0.603,0.654,1.609,12.158,1177.42,8.592,8.564,8.516,226.04,19607.395,1.78416,3267.519,2801.564,2586.377,2885.153,254.91,5527.412,7600,0.17938,4.96724,5,-0.006551,0.03038,0.00204,-0.04636,0.03088,-0.09922,-0.08435,-0.00063,-0.06125,0.272709,0,0,0,0,0,0.00416594,10989.679
E008,1203,test_release_sample,S2,transient_gust,High,MPC Load Control,74,recovery,0.1,0.4,25,0.015,36.26,40.82,4,17,17.387,16.795,227.285,0.14,17.193,16.799,17.259,16.873,225.772,0.857,3.226,6,0,3.065,0.104,0.833,1.11,1.637,12.079,1173.38,8.525,8.48,8.447,225.671,19550.6,1.779,3382.02,2777.579,2777.579,2979.059,268.64,5780.219,7600,0.17842,4.96671,5,-0.006659,0.04986,0.00426,-0.02825,0.02387,0.0487,0.00557,0.04527,-0.01751,0.239445,0,0,0,0,0,0.0041413,10989.679
E008,1203,test_release_sample,S2,transient_gust,High,MPC Load Control,74.4,recovery,0.1,0.4,25,0.015,36.26,40.82,4,17,17.58,17.476,227.4,0.14,17.292,16.769,17.277,17.075,228.057,0.883,2.118,6,0,2.502,0.085,0.674,0.718,1.905,12.145,1178.041,8.612,8.533,8.533,225.532,19480.358,1.7726,3308.04,2610.571,2830.916,2916.509,261.021,5574.37,7600,0.17795,5.0389,5,0.00778,0.05445,-0.02443,-0.02374,0.03711,0.01148,-0.07172,0.01128,0.0331,0.26653,0,0,0,0,0,0.00406585,10989.679
E008,1203,test_release_sample,S2,transient_gust,High,MPC Load Control,74.8,recovery,0.1,0.4,25,0.015,36.26,40.82,4,17,17.549,17.299,226.53,0.14,17.527,17.537,17.323,16.791,226.712,0.869,2.823,6,0,2.86,0.064,0.706,0.993,1.836,12.2,1182.075,8.586,8.501,8.552,224.729,20151.719,1.83369,3226.991,2521.712,2938.548,2895.75,249.359,5594.142,7600,0.17892,4.96156,5,-0.007688,0.05035,-0.03522,0.01617,0.03521,-0.01027,-0.02699,0.09976,-0.00475,0.263929,0,0,0,0,0,0.00464056,10989.679
E008,1203,test_release_sample,S2,transient_gust,High,MPC Load Control,75.2,recovery,0.1,0.4,25,0.015,36.26,40.82,4,17,17.547,17.364,226.618,0.14,17.432,17.538,17.243,17.418,226.592,0.864,2.313,6,0,2.597,0.042,0.689,0.789,2.358,12.18,1182.219,8.587,8.515,8.534,224.302,20747.436,1.8879,3167.422,2492.6,3090.208,2916.743,282.762,5649.693,7600,0.1797,4.92636,5,-0.014728,0.04297,-0.02862,-0.00957,0.04241,-0.01843,0.0165,-0.06434,0.018,0.256619,0,0,0,0,0,0.00520472,10989.679
E008,1203,test_release_sample,S2,transient_gust,High,MPC Load Control,75.6,recovery,0.1,0.4,25,0.015,36.26,40.82,4,17,17.154,17.303,227.389,0.14,17.424,17.264,16.966,16.64,227.568,0.885,3.151,6,0,3.089,0.011,0.821,1.082,3.59,12.093,1172.302,8.545,8.481,8.578,223.867,21976.248,1.99972,3082.937,2482.269,3250.988,2938.731,304.308,5618.837,7600,0.18159,5.03368,5,0.006736,0.00818,-0.05533,0.04211,0.06812,-0.08699,-0.06677,0.12921,0.06427,0.260679,0,0,0,0,0,0.00651754,10989.679
E008,1203,test_release_sample,S2,transient_gust,High,MPC Load Control,76,recovery,0.1,0.4,25,0.015,36.26,40.82,4,17,17.627,17.747,226.884,0.14,17.456,17.435,17.14,17.736,228.003,0.865,1.649,6,0,2.271,-0.024,0.632,0.615,2.482,12.192,1182.196,8.599,8.554,8.62,224.457,19889.088,1.8098,2914.967,2542.125,3287.808,2914.967,248.561,5553.559,7600,0.17771,4.9709,5,-0.005819,0.00967,-0.03528,0.03,0.05475,0.00373,0.05012,-0.03027,-0.03342,0.269268,0,0,0,0,0,0.00440599,10989.679
E008,1203,test_release_sample,S2,transient_gust,High,MPC Load Control,76.4,recovery,0.1,0.4,25,0.015,36.26,40.82,4,17,17.367,17.146,226.444,0.14,17.573,17.406,17.547,17.028,226.562,0.872,1.511,6,0,2.14,-0.078,0.593,0.45,2.446,12.135,1176.281,8.502,8.473,8.549,224.047,19599.645,1.78346,2748.109,2593.498,3300.738,2880.782,279.971,5384.729,7600,0.17807,4.92935,5,-0.01413,-0.01584,-0.04436,0.03176,0.04958,-0.06378,-0.02269,0.00438,-0.01292,0.291483,0,0,0,0,0,0.0041488,10989.679
E008,1203,test_release_sample,S2,transient_gust,High,MPC Load Control,76.8,recovery,0.1,0.4,25,0.015,36.26,40.82,4,17,16.848,17.28,226.428,0.14,17.3,17.34,17.195,17.498,227.267,0.867,0.673,6,0,1.633,-0.089,0.456,0.157,1.816,12.099,1172.937,8.524,8.513,8.588,224.642,18603.951,1.69286,2556.299,2630.305,3203.088,2796.564,271.016,5422.53,7600,0.17631,5.08293,5,0.016587,-0.00935,-0.02037,0.05409,0.02932,0.01623,0.05996,0.05583,-0.05066,0.286509,0,0,0,0,0,0.00338974,10989.679
E008,1203,test_release_sample,S2,transient_gust,High,MPC Load Control,77.2,recovery,0.1,0.4,25,0.015,36.26,40.82,4,17,17.361,17.358,226.014,0.14,17.241,17.484,17.178,17.126,225.41,0.87,0.219,6,0,1.474,-0.11,0.401,0.036,2.479,12.061,1168.959,8.525,8.514,8.631,223.585,18945.008,1.72389,2501.829,2805.056,3243.255,2850.047,262.139,5320.632,7600,0.17734,4.95006,5,-0.009987,-0.01831,-0.0292,0.08783,0.051,-0.02241,-0.02207,0.08434,0.0542,0.299917,0,0,0,0,0,0.00362963,10989.679
E008,1203,test_release_sample,S2,transient_gust,High,MPC Load Control,77.6,recovery,0.1,0.4,25,0.015,36.26,40.82,4,17,16.801,17.121,228.521,0.14,17.469,16.752,17.212,17.093,229.443,0.871,0.159,6,0,1.275,-0.156,0.402,0.093,2.576,12.112,1177.521,8.436,8.538,8.568,225.992,17819.87,1.62151,2371.719,2874.207,3106.265,2784.063,274.897,5179.922,7600,0.17592,5.02218,5,0.004435,-0.0784,0.02381,0.05369,0.04667,-0.15023,0.13252,-0.08533,-0.01082,0.318431,0,0,0,0,0,0.00285269,10989.679
E008,1203,test_release_sample,S2,transient_gust,High,MPC Load Control,78,recovery,0.1,0.4,25,0.015,36.26,40.82,4,17,17.655,17.208,226.521,0.14,17.394,17.069,16.92,17.12,225.54,0.855,-0.389,6,0,0.868,-0.152,0.278,-0.181,2.823,12.101,1172.862,8.477,8.556,8.541,223.757,17273.794,1.57182,2340.163,3002.623,3002.623,2781.803,294.427,4971.974,7600,0.17478,5.03079,5,0.006158,-0.04793,0.03115,0.0159,0.05856,0.07619,0.01835,-0.09449,0.02973,0.345793,0,0,0,0,0,0.0025163,10989.679
E008,1203,test_release_sample,S2,transient_gust,High,MPC Load Control,78.4,recovery,0.1,0.4,25,0.015,36.26,40.82,4,17,16.976,17.013,226.298,0.14,16.9,16.903,17.207,17.224,227.416,0.88,-0.52,6,0,0.806,-0.184,0.307,-0.24,1.997,12.139,1177.228,8.443,8.539,8.536,224.347,17120.877,1.55791,2326.229,3028.771,2806.824,2720.608,262.919,5110.177,7600,0.17502,5.01933,5,0.003866,-0.05821,0.03743,0.03418,0.04581,-0.02571,0.0157,0.04571,-0.03187,0.327608,0,0,0,0,0,0.00243895,10989.679
E008,1203,test_release_sample,S2,transient_gust,High,MPC Load Control,78.8,recovery,0.1,0.4,25,0.015,36.26,40.82,4,17,16.804,17.195,225.803,0.14,16.957,17.246,17.307,16.926,222.189,0.885,-2.826,6,0,-0.598,-0.217,-0.087,-1.035,2.883,12.079,1170.411,8.5,8.581,8.515,222.979,17103.312,1.55631,2395.044,3159.169,2707.553,2753.922,270.164,4905.671,7600,0.17556,5.01565,5,0.003131,-0.02349,0.058,-0.00865,0.05947,0.08681,0.05142,-0.10708,0.03414,0.354517,0,0,0,0,0,0.00241708,10989.679
E008,1203,test_release_sample,S2,transient_gust,High,MPC Load Control,79.2,recovery,0.1,0.4,25,0.015,36.26,40.82,4,17,16.754,16.931,226.589,0.14,16.98,16.777,16.624,17.117,225.974,0.893,-2.136,6,0,-0.26,-0.221,0.029,-0.684,2.875,12.073,1171.423,8.455,8.518,8.463,223.769,16658.32,1.51581,2379.982,3081.477,2460.247,2640.569,293.939,4872.572,7600,0.17476,5.03581,5,0.007163,-0.0369,0.02668,-0.02892,0.05544,-0.03352,-0.07829,-0.05066,-0.01006,0.358872,0,0,0,0,0,0.00218078,10989.679
E008,1203,test_release_sample,S2,transient_gust,High,MPC Load Control,79.6,recovery,0.1,0.4,25,0.015,36.26,40.82,4,17,16.919,16.534,226.485,0.14,16.845,16.795,16.888,16.882,227.429,0.879,-1.717,6,0,-0.12,-0.235,0.059,-0.646,2.241,12.084,1173.239,8.412,8.489,8.436,224.288,15717.058,1.43017,2497.582,3041.595,2345.382,2628.187,275.606,4787.768,7600,0.17315,5.04762,5,0.009525,-0.03173,0.04488,-0.00786,0.04418,0.0129,0.0455,0.05265,-0.02817,0.370031,0,0,0,0,0,0.00173753,10989.679
E008,1203,test_release_sample,S2,transient_gust,High,MPC Load Control,80,recovery,0.1,0.4,25,0.015,36.26,40.82,4,17,16.761,16.657,226.442,0.14,17.065,16.693,16.494,16.63,226.749,0.88,-4.122,6,0,-1.603,-0.271,-0.322,-1.444,1.878,12.111,1175.385,8.471,8.519,8.425,224.597,17930.717,1.6316,2854.415,3210.191,2498.639,2854.415,237.184,5384.896,7600,0.17812,4.92532,5,-0.014936,0.01249,0.06021,-0.03359,0.0333,0.11056,0.03833,-0.06432,-0.02718,0.291461,0,0,0,0,0,0.00293615,10989.679
E008,1203,test_release_sample,S2,transient_gust,High,MPC Load Control,80.4,recovery,0.1,0.4,25,0.015,36.26,40.82,4,17,16.526,16.374,227.626,0.14,16.944,16.531,16.647,16.623,226.296,0.881,-2.405,6,0,-0.764,-0.28,-0.049,-0.836,2.477,12.112,1173.75,8.462,8.459,8.386,225.196,16690.077,1.5187,2796.83,2951.806,2242.896,2663.844,280.632,4946.149,7600,0.17584,5.01783,5,0.003566,0.03693,0.03457,-0.03932,0.04668,0.0611,-0.0641,-0.01433,0.03344,0.349191,0,0,0,0,0,0.00220087,10989.679
E008,1203,test_release_sample,S2,transient_gust,High,MPC Load Control,80.8,recovery,0.1,0.4,25,0.015,36.26,40.82,4,17,16.551,16.353,225.702,0.14,16.618,16.376,16.537,16.113,226.15,0.858,-2.054,6,0,-0.755,-0.321,0.075,-0.768,2.114,12.079,1172.328,8.471,8.429,8.39,223.639,16292.869,1.48256,2903.423,2827.653,2241.211,2657.429,277.479,4881,7600,0.17577,4.91972,5,-0.016055,0.04843,0.00673,-0.03247,0.05128,0.02875,-0.06961,0.01712,0.0115,0.357763,0,0,0,0,0,0.00200165,10989.679
E008,1203,test_release_sample,S2,transient_gust,High,MPC Load Control,81.2,recovery,0.1,0.4,25,0.015,36.26,40.82,4,17,16.095,16.576,227.202,0.14,16.149,16.521,16.52,16.027,227.903,0.86,-2.628,6,0,-1.165,-0.251,-0.028,-0.95,3.215,12.094,1178.883,8.489,8.44,8.405,224.047,17833.147,1.62272,3059.319,2739.195,2276.576,2691.697,276.747,5102.132,7600,0.17758,4.9828,5,-0.003441,0.03986,-0.00864,-0.04461,0.0594,-0.02144,-0.03842,-0.03034,0.0203,0.328667,0,0,0,0,0,0.0028559,10989.679
E008,1203,test_release_sample,S2,transient_gust,High,MPC Load Control,81.6,recovery,0.1,0.4,25,0.015,36.26,40.82,4,17,16.009,16.397,226.407,0.14,16.265,16.146,16.413,15.827,224.64,0.868,-2.314,6,0,-1.085,-0.272,-0.026,-0.78,3.394,12.077,1169.74,8.495,8.425,8.386,223.082,17541.427,1.59617,3140.524,2607.116,2360.778,2702.806,291.812,5063.873,7600,0.17737,5.05922,5,0.011844,0.06709,-0.00285,-0.04156,0.06854,0.06808,0.01448,0.00762,0.02285,0.333701,0,0,0,0,0,0.00267669,10989.679
E008,1203,test_release_sample,S2,transient_gust,High,MPC Load Control,82,recovery,0.1,0.4,25,0.015,36.26,40.82,4,17,16.22,16.119,227.057,0.14,16.217,16.317,16.222,16.143,225.628,0.88,-2.475,6,0,-1.262,-0.284,-0.063,-0.854,2.765,12.04,1167.268,8.453,8.368,8.388,224.336,17510.948,1.5934,3144.114,2484.497,2484.497,2704.369,293.163,5023.811,7600,0.17753,4.92683,5,-0.014635,0.05886,-0.02615,-0.00636,0.04352,-0.02057,-0.05826,0.08801,-0.06255,0.338972,0,0,0,0,0,0.00265625,10989.679
